,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes,squadName
1,2021-08-14,15:30,Bundesliga,Matchweek 1,Sat,Home,D,0.0,0.0,Freiburg,0.9,1.4,45.0,13750.0,Manuel Prietl,4-4-2◆,Sven Jablonski,Match Report,,Arminia
2,2021-08-21,15:30,Bundesliga,Matchweek 2,Sat,Away,D,1.0,1.0,Greuther Fürth,0.6,2.3,35.0,5890.0,Manuel Prietl,4-4-2◆,Daniel Schlager,Match Report,,Arminia
3,2021-08-28,15:30,Bundesliga,Matchweek 3,Sat,Home,D,1.0,1.0,Eint Frankfurt,0.7,2.1,35.0,13750.0,Manuel Prietl,4-4-2,Bastian Dankert,Match Report,,Arminia
4,2021-09-12,19:30,Bundesliga,Matchweek 4,Sun,Away,L,1.0,3.0,M'Gladbach,1.8,1.9,36.0,24500.0,Manuel Prietl,4-3-3,Sascha Stegemann,Match Report,,Arminia
5,2021-09-18,15:30,Bundesliga,Matchweek 5,Sat,Home,D,0.0,0.0,Hoffenheim,1.1,1.5,43.0,13750.0,Manuel Prietl,4-4-2,Patrick Ittrich,Match Report,,Arminia
6,2021-09-25,15:30,Bundesliga,Matchweek 6,Sat,Away,L,0.0,1.0,Union Berlin,0.6,1.2,45.0,11000.0,Manuel Prietl,4-4-2,Marco Fritz,Match Report,,Arminia
7,2021-10-03,19:30,Bundesliga,Matchweek 7,Sun,Home,L,0.0,4.0,Leverkusen,0.4,3.0,33.0,16250.0,Manuel Prietl,4-4-2,Felix Zwayer,Match Report,,Arminia
8,2021-10-17,17:30,Bundesliga,Matchweek 8,Sun,Away,D,1.0,1.0,Augsburg,0.4,0.8,50.0,17500.0,Manuel Prietl,4-4-2◆,Robert Schröder,Match Report,,Arminia
9,2021-10-23,15:30,Bundesliga,Matchweek 9,Sat,Home,L,1.0,3.0,Dortmund,1.7,2.4,31.0,25000.0,Manuel Prietl,3-4-1-2,Benjamin Brand,Match Report,,Arminia
11,2021-10-30,15:30,Bundesliga,Matchweek 10,Sat,Home,L,1.0,2.0,Mainz 05,0.7,2.5,49.0,19477.0,Manuel Prietl,3-5-2,Bastian Dankert,Match Report,,Arminia
12,2021-11-06,15:30,Bundesliga,Matchweek 11,Sat,Away,W,1.0,0.0,Stuttgart,1.7,0.9,34.0,33550.0,Manuel Prietl,4-2-3-1,Christian Dingert,Match Report,,Arminia
13,2021-11-20,15:30,Bundesliga,Matchweek 12,Sat,Home,D,2.0,2.0,Wolfsburg,1.5,1.7,38.0,19801.0,Manuel Prietl,4-2-3-1,Martin Petersen,Match Report,,Arminia
14,2021-11-27,18:30,Bundesliga,Matchweek 13,Sat,Away,L,0.0,1.0,Bayern Munich,0.5,2.3,27.0,12000.0,Manuel Prietl,4-3-3,Marco Fritz,Match Report,,Arminia
15,2021-12-04,15:30,Bundesliga,Matchweek 14,Sat,Home,D,1.0,1.0,Köln,1.5,1.1,43.0,8231.0,Manuel Prietl,4-2-3-1,Felix Brych,Match Report,,Arminia
16,2021-12-11,15:30,Bundesliga,Matchweek 15,Sat,Away,L,0.0,2.0,Hertha BSC,0.4,2.0,40.0,5000.0,Manuel Prietl,4-2-3-1,Tobias Welz,Match Report,,Arminia
17,2021-12-14,20:30,Bundesliga,Matchweek 16,Tue,Home,W,2.0,0.0,Bochum,0.9,0.6,50.0,13750.0,Manuel Prietl,4-4-2◆,Benjamin Brand,Match Report,,Arminia
18,2021-12-18,15:30,Bundesliga,Matchweek 17,Sat,Away,W,2.0,0.0,RB Leipzig,0.6,2.0,24.0,,Cédric Brunner,4-2-3-1,Frank Willenborg,Match Report,,Arminia
19,2022-01-08,15:30,Bundesliga,Matchweek 18,Sat,Away,D,2.0,2.0,Freiburg,0.9,2.0,50.0,,Cédric Brunner,4-3-3,Harm Osmers,Match Report,,Arminia
20,2022-01-16,17:30,Bundesliga,Matchweek 19,Sun,Home,D,2.0,2.0,Greuther Fürth,0.8,0.4,45.0,750.0,Cédric Brunner,4-2-3-1,Christian Dingert,Match Report,,Arminia
21,2022-01-21,20:30,Bundesliga,Matchweek 20,Fri,Away,W,2.0,0.0,Eint Frankfurt,1.5,1.9,31.0,1000.0,Stefan Ortega,4-1-4-1,Tobias Reichel,Match Report,,Arminia
22,2022-02-05,15:30,Bundesliga,Matchweek 21,Sat,Home,D,1.0,1.0,M'Gladbach,0.6,1.5,39.0,10000.0,Stefan Ortega,4-2-3-1,Benjamin Cortus,Match Report,,Arminia
23,2022-02-13,17:30,Bundesliga,Matchweek 22,Sun,Away,L,0.0,2.0,Hoffenheim,0.8,2.3,48.0,10000.0,Stefan Ortega,4-1-4-1,Robert Hartmann,Match Report,,Arminia
24,2022-02-19,15:30,Bundesliga,Matchweek 23,Sat,Home,W,1.0,0.0,Union Berlin,1.1,1.0,42.0,10000.0,Stefan Ortega,4-2-3-1,Daniel Schlager,Match Report,,Arminia
25,2022-02-26,15:30,Bundesliga,Matchweek 24,Sat,Away,L,0.0,3.0,Leverkusen,0.4,2.6,29.0,10000.0,Stefan Ortega,4-2-3-1,Martin Petersen,Match Report,,Arminia
26,2022-03-04,20:30,Bundesliga,Matchweek 25,Fri,Home,L,0.0,1.0,Augsburg,0.2,0.4,50.0,19460.0,Fabian Klos,4-2-3-1,Felix Brych,Match Report,,Arminia
27,2022-03-13,17:30,Bundesliga,Matchweek 26,Sun,Away,L,0.0,1.0,Dortmund,0.6,2.0,42.0,33000.0,Stefan Ortega,4-2-3-1,Bastian Dankert,Match Report,,Arminia
28,2022-03-19,15:30,Bundesliga,Matchweek 27,Sat,Away,L,0.0,4.0,Mainz 05,0.2,4.2,44.0,25000.0,Stefan Ortega,4-3-3,Felix Zwayer,Match Report,,Arminia
29,2022-04-02,15:30,Bundesliga,Matchweek 28,Sat,Home,D,1.0,1.0,Stuttgart,0.8,2.3,53.0,26011.0,Stefan Ortega,4-2-3-1,Patrick Ittrich,Match Report,,Arminia
30,2022-04-09,15:30,Bundesliga,Matchweek 29,Sat,Away,L,0.0,4.0,Wolfsburg,0.5,2.1,47.0,22512.0,Manuel Prietl,4-2-3-1,Benjamin Brand,Match Report,,Arminia
31,2022-04-17,15:30,Bundesliga,Matchweek 30,Sun,Home,L,0.0,3.0,Bayern Munich,0.7,2.2,26.0,26419.0,Manuel Prietl,4-2-3-1,Matthias Jöllenbeck,Match Report,,Arminia
32,2022-04-23,15:30,Bundesliga,Matchweek 31,Sat,Away,L,1.0,3.0,Köln,,,45.0,50000.0,Manuel Prietl,4-4-2,Tobias Stieler,Match Report,,Arminia
33,2022-04-30,15:30,Bundesliga,Matchweek 32,Sat,Home,,,,Hertha BSC,,,,,,,,Head-to-Head,,Arminia
34,2022-05-06,20:30,Bundesliga,Matchweek 33,Fri,Away,,,,Bochum,,,,,,,,Head-to-Head,,Arminia
35,2022-05-14,15:30,Bundesliga,Matchweek 34,Sat,Home,,,,RB Leipzig,,,,,,,,Head-to-Head,,Arminia
1,2021-08-14,15:30,Bundesliga,Matchweek 1,Sat,Away,L,1,5,Stuttgart,0.8,4.0,33.0,18109.0,Branimir Hrgota,3-5-2,Felix Zwayer,Match Report,,Greuther Fürth
2,2021-08-21,15:30,Bundesliga,Matchweek 2,Sat,Home,D,1,1,Arminia,2.3,0.6,65.0,5890.0,Branimir Hrgota,4-4-2◆,Daniel Schlager,Match Report,,Greuther Fürth
3,2021-08-28,15:30,Bundesliga,Matchweek 3,Sat,Away,L,0,3,Mainz 05,0.4,2.6,52.0,11500.0,Branimir Hrgota,4-4-2◆,Tobias Reichel,Match Report,,Greuther Fürth
4,2021-09-11,15:30,Bundesliga,Matchweek 4,Sat,Home,L,0,2,Wolfsburg,0.5,1.6,30.0,9000.0,Branimir Hrgota,4-4-2,Robert Hartmann,Match Report,,Greuther Fürth
5,2021-09-17,20:30,Bundesliga,Matchweek 5,Fri,Away,L,1,2,Hertha BSC,1.3,1.1,43.0,21372.0,Branimir Hrgota,4-2-2-2,Tobias Stieler,Match Report,,Greuther Fürth
6,2021-09-24,20:30,Bundesliga,Matchweek 6,Fri,Home,L,1,3,Bayern Munich,1.0,0.9,33.0,11740.0,Branimir Hrgota,4-3-3,Robert Schröder,Match Report,,Greuther Fürth
7,2021-10-01,20:30,Bundesliga,Matchweek 7,Fri,Away,L,1,3,Köln,1.2,2.7,34.0,40000.0,Branimir Hrgota,4-4-2◆,Matthias Jöllenbeck,Match Report,,Greuther Fürth
8,2021-10-16,15:30,Bundesliga,Matchweek 8,Sat,Home,L,0,1,Bochum,1.0,1.2,57.0,10586.0,Branimir Hrgota,4-4-2◆,Bastian Dankert,Match Report,,Greuther Fürth
9,2021-10-23,15:30,Bundesliga,Matchweek 9,Sat,Away,L,1,4,RB Leipzig,1.5,2.5,44.0,24758.0,Branimir Hrgota,4-2-3-1,Christian Dingert,Match Report,,Greuther Fürth
10,2021-10-30,15:30,Bundesliga,Matchweek 10,Sat,Away,L,1,3,Freiburg,0.7,1.3,49.0,31500.0,Branimir Hrgota,4-3-3,Felix Brych,Match Report,,Greuther Fürth
11,2021-11-07,19:30,Bundesliga,Matchweek 11,Sun,Home,L,1,2,Eint Frankfurt,2.8,1.5,54.0,10244.0,Branimir Hrgota,4-3-3,Daniel Siebert,Match Report,,Greuther Fürth
12,2021-11-20,15:30,Bundesliga,Matchweek 12,Sat,Away,L,0,4,M'Gladbach,0.4,2.6,43.0,38621.0,Branimir Hrgota,4-2-3-1,Benjamin Brand,Match Report,,Greuther Fürth
13,2021-11-27,15:30,Bundesliga,Matchweek 13,Sat,Home,L,3,6,Hoffenheim,1.4,3.0,49.0,3385.0,Branimir Hrgota,4-3-3,Bastian Dankert,Match Report,,Greuther Fürth
14,2021-12-04,15:30,Bundesliga,Matchweek 14,Sat,Away,L,1,7,Leverkusen,0.4,2.8,40.0,10455.0,Branimir Hrgota,4-4-1-1,Tobias Reichel,Match Report,,Greuther Fürth
15,2021-12-12,15:30,Bundesliga,Matchweek 15,Sun,Home,W,1,0,Union Berlin,0.7,1.2,38.0,,Branimir Hrgota,4-3-3,Sven Jablonski,Match Report,,Greuther Fürth
16,2021-12-15,20:30,Bundesliga,Matchweek 16,Wed,Away,L,0,3,Dortmund,0.6,1.8,32.0,15000.0,Sascha Burchert,4-3-3,Daniel Schlager,Match Report,,Greuther Fürth
17,2021-12-18,15:30,Bundesliga,Matchweek 17,Sat,Home,D,0,0,Augsburg,0.1,1.2,49.0,,Branimir Hrgota,4-4-2◆,Sascha Stegemann,Match Report,,Greuther Fürth
18,2022-01-08,15:30,Bundesliga,Matchweek 18,Sat,Home,D,0,0,Stuttgart,0.8,1.4,39.0,,Branimir Hrgota,4-4-2◆,Felix Brych,Match Report,,Greuther Fürth
19,2022-01-16,17:30,Bundesliga,Matchweek 19,Sun,Away,D,2,2,Arminia,0.4,0.8,55.0,750.0,Branimir Hrgota,4-4-2◆,Christian Dingert,Match Report,,Greuther Fürth
20,2022-01-22,15:30,Bundesliga,Matchweek 20,Sat,Home,W,2,1,Mainz 05,1.1,2.0,43.0,,Branimir Hrgota,4-4-2◆,Robert Schröder,Match Report,,Greuther Fürth
21,2022-02-06,17:30,Bundesliga,Matchweek 21,Sun,Away,L,1,4,Wolfsburg,1.1,2.0,44.0,500.0,Branimir Hrgota,4-3-3,Martin Petersen,Match Report,,Greuther Fürth
22,2022-02-12,15:30,Bundesliga,Matchweek 22,Sat,Home,W,2,1,Hertha BSC,2.5,2.3,40.0,9000.0,Branimir Hrgota,4-4-2◆,Daniel Schlager,Match Report,,Greuther Fürth
23,2022-02-20,15:30,Bundesliga,Matchweek 23,Sun,Away,L,1,4,Bayern Munich,0.9,2.7,23.0,25000.0,Branimir Hrgota,4-4-2◆,Robert Hartmann,Match Report,,Greuther Fürth
24,2022-02-26,15:30,Bundesliga,Matchweek 24,Sat,Home,D,1,1,Köln,0.8,0.8,41.0,9200.0,Branimir Hrgota,4-4-2◆,Robert Schörgenhofer,Match Report,,Greuther Fürth
25,2022-03-05,15:30,Bundesliga,Matchweek 25,Sat,Away,L,1,2,Bochum,0.8,1.3,55.0,19800.0,Branimir Hrgota,4-4-2◆,Daniel Schlager,Match Report,,Greuther Fürth
26,2022-03-13,19:30,Bundesliga,Matchweek 26,Sun,Home,L,1,6,RB Leipzig,0.4,1.4,47.0,9418.0,Branimir Hrgota,4-4-2◆,Sven Jablonski,Match Report,,Greuther Fürth
27,2022-03-19,15:30,Bundesliga,Matchweek 27,Sat,Home,D,0,0,Freiburg,0.7,0.8,39.0,9884.0,Branimir Hrgota,3-4-1-2,Tobias Reichel,Match Report,,Greuther Fürth
28,2022-04-02,15:30,Bundesliga,Matchweek 28,Sat,Away,D,0,0,Eint Frankfurt,0.4,1.4,32.0,50500.0,Branimir Hrgota,3-4-1-2,Bastian Dankert,Match Report,,Greuther Fürth
29,2022-04-09,15:30,Bundesliga,Matchweek 29,Sat,Home,L,0,2,M'Gladbach,0.6,2.8,50.0,13900.0,Branimir Hrgota,3-4-3,Tobias Stieler,Match Report,,Greuther Fürth
30,2022-04-17,17:30,Bundesliga,Matchweek 30,Sun,Away,D,0,0,Hoffenheim,0.5,0.9,42.0,16110.0,Branimir Hrgota,3-5-2,Felix Zwayer,Match Report,,Greuther Fürth
31,2022-04-23,15:30,Bundesliga,Matchweek 31,Sat,Home,L,1,4,Leverkusen,,,52.0,11579.0,Branimir Hrgota,3-4-1-2,Tobias Reichel,Match Report,,Greuther Fürth
32,2022-04-29,20:30,Bundesliga,Matchweek 32,Fri,Away,,,,Union Berlin,,,,,,,,Head-to-Head,,Greuther Fürth
33,2022-05-07,15:30,Bundesliga,Matchweek 33,Sat,Home,,,,Dortmund,,,,,,,,Head-to-Head,,Greuther Fürth
34,2022-05-14,15:30,Bundesliga,Matchweek 34,Sat,Away,,,,Augsburg,,,,,,,,Head-to-Head,,Greuther Fürth
