,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes,squadName
3,2021-09-17,20:45,Serie A,Matchweek 4,Fri,Home,L,0.0,1.0,Torino,0.6,2.0,52.0,20000.0,Gian Marco Ferrari,4-2-3-1,Marco Piccinini,Match Report,,Sassuolo
4,2021-09-21,20:45,Serie A,Matchweek 5,Tue,Away,L,1.0,2.0,Atalanta,0.7,1.6,53.0,7353.0,Francesco Magnanelli,4-1-4-1,Davide Massa,Match Report,,Sassuolo
5,2021-09-26,15:00,Serie A,Matchweek 6,Sun,Home,W,1.0,0.0,Salernitana,1.3,0.9,57.0,5177.0,Gian Marco Ferrari,4-2-3-1,Antonio Giua,Match Report,,Sassuolo
6,2021-10-02,20:45,Serie A,Matchweek 7,Sat,Home,L,1.0,2.0,Inter,1.5,1.9,55.0,10400.0,Gian Marco Ferrari,4-2-3-1,Luca Pairetto,Match Report,,Sassuolo
7,2021-10-17,15:00,Serie A,Matchweek 8,Sun,Away,D,2.0,2.0,Genoa,2.0,1.3,57.0,10370.0,Gian Marco Ferrari,4-2-3-1,Daniele Chiffi,Match Report,,Sassuolo
8,2021-10-23,18:00,Serie A,Matchweek 9,Sat,Home,W,3.0,1.0,Venezia,2.0,0.5,63.0,4482.0,Gian Marco Ferrari,4-2-3-1,Antonio Di Martino,Match Report,,Sassuolo
9,2021-10-27,18:30,Serie A,Matchweek 10,Wed,Away,W,2.0,1.0,Juventus,1.2,1.3,43.0,18288.0,Gian Marco Ferrari,4-2-3-1,Juan Sacchi,Match Report,,Sassuolo
10,2021-10-31,15:00,Serie A,Matchweek 11,Sun,Home,L,1.0,2.0,Empoli,0.9,1.5,57.0,3539.0,Gian Marco Ferrari,4-3-3,Luca Massimi,Match Report,,Sassuolo
11,2021-11-07,15:00,Serie A,Matchweek 12,Sun,Away,L,2.0,3.0,Udinese,1.3,1.7,62.0,8322.0,Francesco Magnanelli,4-3-3,Federico Dionisi,Match Report,,Sassuolo
12,2021-11-21,12:30,Serie A,Matchweek 13,Sun,Home,D,2.0,2.0,Cagliari,3.2,1.5,58.0,4135.0,Gian Marco Ferrari,4-3-3,Niccolò Baroni,Match Report,,Sassuolo
13,2021-11-28,15:00,Serie A,Matchweek 14,Sun,Away,W,3.0,1.0,Milan,1.1,1.1,50.0,52824.0,Gian Marco Ferrari,4-3-3,Gianluca Manganiello,Match Report,,Sassuolo
14,2021-12-01,20:45,Serie A,Matchweek 15,Wed,Home,D,2.0,2.0,Napoli,0.3,0.8,50.0,8192.0,Gian Marco Ferrari,4-3-3,Ivan Pezzuto,Match Report,,Sassuolo
15,2021-12-05,15:00,Serie A,Matchweek 16,Sun,Away,D,2.0,2.0,Spezia,1.4,2.2,65.0,4987.0,Gian Marco Ferrari,4-3-3,Fabio Maresca,Match Report,,Sassuolo
16,2021-12-12,18:00,Serie A,Matchweek 17,Sun,Home,W,2.0,1.0,Lazio,1.4,0.3,59.0,5100.0,Gian Marco Ferrari,4-2-3-1,Simone Sozza,Match Report,,Sassuolo
17,2021-12-19,12:30,Serie A,Matchweek 18,Sun,Away,D,2.0,2.0,Fiorentina,1.1,3.2,43.0,21514.0,Gian Marco Ferrari,4-2-3-1,Marco Serra,Match Report,,Sassuolo
18,2021-12-22,16:30,Serie A,Matchweek 19,Wed,Home,L,0.0,3.0,Bologna,0.8,1.3,59.0,4763.0,Gian Marco Ferrari,4-3-3,Michael Fabbri,Match Report,,Sassuolo
19,2022-01-06,16:30,Serie A,Matchweek 20,Thu,Home,D,1.0,1.0,Genoa,2.0,0.2,74.0,4696.0,Gian Marco Ferrari,4-2-3-1,Gianluca Manganiello,Match Report,,Sassuolo
20,2022-01-09,14:30,Serie A,Matchweek 21,Sun,Away,W,5.0,1.0,Empoli,4.1,1.4,55.0,4081.0,Gian Marco Ferrari,4-2-3-1,Manuel Volpi,Match Report,,Sassuolo
21,2022-01-16,12:30,Serie A,Matchweek 22,Sun,Home,L,2.0,4.0,Hellas Verona,1.1,3.5,55.0,3843.0,Gian Marco Ferrari,4-2-3-1,Alessandro Prontera,Match Report,,Sassuolo
23,2022-01-23,15:00,Serie A,Matchweek 23,Sun,Away,D,1.0,1.0,Torino,0.4,2.6,50.0,5000.0,Gian Marco Ferrari,4-3-3,Francesco Fourneau,Match Report,,Sassuolo
24,2022-02-06,15:00,Serie A,Matchweek 24,Sun,Away,L,0.0,4.0,Sampdoria,1.5,2.1,60.0,6232.0,Gian Marco Ferrari,4-2-3-1,Fabio Maresca,Match Report,,Sassuolo
26,2022-02-13,18:00,Serie A,Matchweek 25,Sun,Home,D,2.0,2.0,Roma,0.9,2.4,46.0,9282.0,Gian Marco Ferrari,4-3-3,Marco Guida,Match Report,,Sassuolo
27,2022-02-20,18:00,Serie A,Matchweek 26,Sun,Away,W,2.0,0.0,Inter,1.6,3.0,42.0,38324.0,Andrea Consigli,4-2-3-1,Francesco Fourneau,Match Report,,Sassuolo
28,2022-02-26,20:45,Serie A,Matchweek 27,Sat,Home,W,2.0,1.0,Fiorentina,1.5,2.1,49.0,8952.0,Gian Marco Ferrari,4-2-3-1,Alessandro Prontera,Match Report,,Sassuolo
29,2022-03-06,15:00,Serie A,Matchweek 28,Sun,Away,W,4.0,1.0,Venezia,3.5,2.5,55.0,5732.0,Gian Marco Ferrari,4-2-3-1,Luca Pairetto,Match Report,,Sassuolo
30,2022-03-12,15:00,Serie A,Matchweek 29,Sat,Away,D,2.0,2.0,Salernitana,1.8,1.5,53.0,10249.0,Gian Marco Ferrari,4-2-3-1,Luca Massimi,Match Report,,Sassuolo
31,2022-03-18,18:45,Serie A,Matchweek 30,Fri,Home,W,4.0,1.0,Spezia,2.0,0.5,58.0,6130.0,Gian Marco Ferrari,4-3-3,Manuel Volpi,Match Report,,Sassuolo
32,2022-04-02,18:00,Serie A,Matchweek 31,Sat,Away,L,1.0,2.0,Lazio,1.8,2.3,46.0,,Gian Marco Ferrari,4-2-3-1,Antonio Rapuano,Match Report,,Sassuolo
33,2022-04-10,15:00,Serie A,Matchweek 32,Sun,Home,W,2.0,1.0,Atalanta,1.2,1.8,51.0,,Andrea Consigli,4-2-3-1,Juan Sacchi,Match Report,,Sassuolo
34,2022-04-16,12:30,Serie A,Matchweek 33,Sat,Away,L,0.0,1.0,Cagliari,0.4,1.6,63.0,,Gian Marco Ferrari,4-2-3-1,Davide Massa,Match Report,,Sassuolo
35,2022-04-25,20:45,Serie A,Matchweek 34,Mon,Home,,,,Juventus,,,,,,,,Head-to-Head,,Sassuolo
36,2022-05-01,,Serie A,Matchweek 35,Sun,Away,,,,Napoli,,,,,,,,Head-to-Head,,Sassuolo
37,2022-05-08,,Serie A,Matchweek 36,Sun,Home,,,,Udinese,,,,,,,,Head-to-Head,,Sassuolo
38,2022-05-15,,Serie A,Matchweek 37,Sun,Away,,,,Bologna,,,,,,,,Head-to-Head,,Sassuolo
39,2022-05-22,,Serie A,Matchweek 38,Sun,Home,,,,Milan,,,,,,,,Head-to-Head,,Sassuolo
1,2021-08-21,20:45,Serie A,Matchweek 1,Sat,Home,L,1,2,Atalanta,1.3,1.0,47.0,3475.0,Rolando Mandragora,3-4-3,Daniele Chiffi,Match Report,,Torino
2,2021-08-28,20:45,Serie A,Matchweek 2,Sat,Away,L,1,2,Fiorentina,0.5,0.6,41.0,12592.0,Andrea Belotti,3-4-1-2,Maurizio Mariani,Match Report,,Torino
3,2021-09-12,15:00,Serie A,Matchweek 3,Sun,Home,W,4,0,Salernitana,1.9,0.2,60.0,9082.0,Cristian Ansaldi,3-4-3,Gianluca Aureliano,Match Report,,Torino
4,2021-09-17,20:45,Serie A,Matchweek 4,Fri,Away,W,1,0,Sassuolo,2.0,0.6,48.0,20000.0,Gleison Bremer,3-4-3,Marco Piccinini,Match Report,,Torino
5,2021-09-23,18:30,Serie A,Matchweek 5,Thu,Home,D,1,1,Lazio,1.1,0.9,45.0,8646.0,Rolando Mandragora,3-4-3,Rosario Abisso,Match Report,,Torino
6,2021-09-27,20:45,Serie A,Matchweek 6,Mon,Away,D,1,1,Venezia,0.7,1.3,56.0,4888.0,Cristian Ansaldi,3-4-3,Lorenzo Maggioni,Match Report,,Torino
7,2021-10-02,18:00,Serie A,Matchweek 7,Sat,Home,L,0,1,Juventus,1.0,0.9,48.0,12073.0,Rolando Mandragora,3-4-3,Paolo Valeri,Match Report,,Torino
8,2021-10-17,18:00,Serie A,Matchweek 8,Sun,Away,L,0,1,Napoli,0.9,1.6,49.0,27579.0,Rolando Mandragora,3-4-1-2,Juan Sacchi,Match Report,,Torino
9,2021-10-22,18:30,Serie A,Matchweek 9,Fri,Home,W,3,2,Genoa,1.5,1.8,58.0,9881.0,Cristian Ansaldi,3-4-3,Piero Giacomelli,Match Report,,Torino
10,2021-10-26,20:45,Serie A,Matchweek 10,Tue,Away,L,0,1,Milan,0.8,0.9,56.0,35929.0,Andrea Belotti,3-4-3,Gianluca Aureliano,Match Report,,Torino
11,2021-10-30,20:45,Serie A,Matchweek 11,Sat,Home,W,3,0,Sampdoria,2.1,0.2,63.0,13137.0,Gleison Bremer,3-4-3,Francesco Fourneau,Match Report,,Torino
12,2021-11-06,15:00,Serie A,Matchweek 12,Sat,Away,L,0,1,Spezia,0.9,0.6,59.0,6953.0,Andrea Belotti,3-4-3,Daniele Orsato,Match Report,,Torino
13,2021-11-22,20:45,Serie A,Matchweek 13,Mon,Home,W,2,1,Udinese,1.9,1.7,51.0,7034.0,Andrea Belotti,3-4-3,Ivan Pezzuto,Match Report,,Torino
14,2021-11-28,18:00,Serie A,Matchweek 14,Sun,Away,L,0,1,Roma,1.2,0.9,68.0,46728.0,Andrea Belotti,3-4-3,Daniele Chiffi,Match Report,,Torino
15,2021-12-02,18:30,Serie A,Matchweek 15,Thu,Home,D,2,2,Empoli,0.9,0.9,41.0,7002.0,Gleison Bremer,3-4-3,Andrea Colombo,Match Report,,Torino
16,2021-12-06,20:45,Serie A,Matchweek 16,Mon,Away,D,1,1,Cagliari,1.4,1.2,48.0,8799.0,Gleison Bremer,3-4-3,Luca Massimi,Match Report,,Torino
17,2021-12-12,12:30,Serie A,Matchweek 17,Sun,Home,W,2,1,Bologna,1.6,1.0,49.0,6562.0,Gleison Bremer,3-4-3,Federico Dionisi,Match Report,,Torino
19,2021-12-19,18:00,Serie A,Matchweek 18,Sun,Home,W,1,0,Hellas Verona,0.8,0.4,66.0,6202.0,Gleison Bremer,3-4-3,Michael Fabbri,Match Report,,Torino
20,2021-12-22,18:30,Serie A,Matchweek 19,Wed,Away,L,0,1,Inter,0.6,1.3,46.0,41413.0,Gleison Bremer,3-4-3,Marco Guida,Match Report,,Torino
21,2022-01-10,17:00,Serie A,Matchweek 21,Mon,Home,W,4,0,Fiorentina,2.1,0.7,45.0,3545.0,Rolando Mandragora,3-4-3,Livio Marinelli,Match Report,,Torino
22,2022-01-15,15:00,Serie A,Matchweek 22,Sat,Away,W,2,1,Sampdoria,1.6,1.3,63.0,2549.0,Rolando Mandragora,3-4-3,Luca Massimi,Match Report,,Torino
23,2022-01-23,15:00,Serie A,Matchweek 23,Sun,Home,D,1,1,Sassuolo,2.6,0.4,50.0,5000.0,Rolando Mandragora,3-4-3,Francesco Fourneau,Match Report,,Torino
24,2022-02-06,18:00,Serie A,Matchweek 24,Sun,Away,L,0,2,Udinese,0.6,1.3,58.0,9837.0,Rolando Mandragora,3-4-3,Antonio Rapuano,Match Report,,Torino
25,2022-02-12,20:45,Serie A,Matchweek 25,Sat,Home,L,1,2,Venezia,0.7,0.4,67.0,6681.0,Gleison Bremer,3-4-3,Antonio Giua,Match Report,,Torino
26,2022-02-18,20:45,Serie A,Matchweek 26,Fri,Away,D,1,1,Juventus,0.7,0.7,54.0,20132.0,Andrea Belotti,3-4-3,Davide Massa,Match Report,,Torino
27,2022-02-27,12:35,Serie A,Matchweek 27,Sun,Home,L,1,2,Cagliari,0.8,1.9,57.0,10231.0,Andrea Belotti,3-4-3,Manuel Volpi,Match Report,,Torino
28,2022-03-06,15:00,Serie A,Matchweek 28,Sun,Away,D,0,0,Bologna,1.2,0.3,48.0,17575.0,Andrea Belotti,3-4-3,Luca Massimi,Match Report,,Torino
29,2022-03-13,20:45,Serie A,Matchweek 29,Sun,Home,D,1,1,Inter,1.7,2.3,44.0,15363.0,Andrea Belotti,3-4-3,Marco Guida,Match Report,,Torino
30,2022-03-18,21:00,Serie A,Matchweek 30,Fri,Away,L,0,1,Genoa,1.0,1.0,74.0,14961.0,Andrea Belotti,3-4-3,Maurizio Mariani,Match Report,,Torino
31,2022-04-02,20:45,Serie A,Matchweek 31,Sat,Away,W,1,0,Salernitana,1.6,0.8,47.0,,Andrea Belotti,3-4-3,Marco Piccinini,Match Report,,Torino
32,2022-04-10,20:45,Serie A,Matchweek 32,Sun,Home,D,0,0,Milan,1.0,0.8,43.0,,Andrea Belotti,3-4-3,Daniele Doveri,Match Report,,Torino
33,2022-04-16,20:45,Serie A,Matchweek 33,Sat,Away,D,1,1,Lazio,1.0,0.7,52.0,,Andrea Belotti,3-4-1-2,Alessandro Prontera,Match Report,,Torino
34,2022-04-23,15:00,Serie A,Matchweek 34,Sat,Home,W,2,1,Spezia,,,56.0,,Gleison Bremer,3-4-3,Davide Ghersini,Match Report,,Torino
35,2022-04-27,20:15,Serie A,Matchweek 20,Wed,Away,,,,Atalanta,,,,,,,,Head-to-Head,,Torino
36,2022-05-01,,Serie A,Matchweek 35,Sun,Away,,,,Empoli,,,,,,,,Head-to-Head,,Torino
37,2022-05-08,,Serie A,Matchweek 36,Sun,Home,,,,Napoli,,,,,,,,Head-to-Head,,Torino
38,2022-05-15,,Serie A,Matchweek 37,Sun,Away,,,,Hellas Verona,,,,,,,,Head-to-Head,,Torino
39,2022-05-22,,Serie A,Matchweek 38,Sun,Home,,,,Roma,,,,,,,,Head-to-Head,,Torino
1,2021-08-22,18:30,Serie A,Matchweek 1,Sun,Home,D,2.0,2.0,Juventus,2.2,0.8,44.0,9660.0,Bram Nuytinck,3-5-1-1,Ivan Pezzuto,Match Report,,Udinese
2,2021-08-27,18:30,Serie A,Matchweek 2,Fri,Home,W,3.0,0.0,Venezia,2.7,1.0,45.0,8274.0,Bram Nuytinck,3-5-1-1,Livio Marinelli,Match Report,,Udinese
3,2021-09-12,15:00,Serie A,Matchweek 3,Sun,Away,W,1.0,0.0,Spezia,0.8,1.3,44.0,5162.0,Bram Nuytinck,3-5-2,Marco Guida,Match Report,,Udinese
4,2021-09-20,20:45,Serie A,Matchweek 4,Mon,Home,L,0.0,4.0,Napoli,0.3,2.4,37.0,11484.0,Bram Nuytinck,3-5-2,Gianluca Manganiello,Match Report,,Udinese
5,2021-09-23,20:45,Serie A,Matchweek 5,Thu,Away,L,0.0,1.0,Roma,0.9,1.3,48.0,29593.0,Bram Nuytinck,3-5-2,Antonio Rapuano,Match Report,,Udinese
6,2021-09-26,15:00,Serie A,Matchweek 6,Sun,Home,L,0.0,1.0,Fiorentina,0.6,1.1,46.0,7208.0,Bram Nuytinck,3-5-2,Davide Ghersini,Match Report,,Udinese
7,2021-10-03,15:00,Serie A,Matchweek 7,Sun,Away,D,3.0,3.0,Sampdoria,2.7,1.6,46.0,4292.0,Bram Nuytinck,3-5-2,Daniele Orsato,Match Report,,Udinese
8,2021-10-17,15:00,Serie A,Matchweek 8,Sun,Home,D,1.0,1.0,Bologna,1.0,1.7,41.0,10627.0,Bram Nuytinck,3-5-2,Rosario Abisso,Match Report,,Udinese
9,2021-10-24,12:30,Serie A,Matchweek 9,Sun,Away,D,1.0,1.0,Atalanta,0.9,0.5,33.0,9951.0,Bram Nuytinck,3-4-3,Livio Marinelli,Match Report,,Udinese
10,2021-10-27,18:30,Serie A,Matchweek 10,Wed,Home,D,1.0,1.0,Hellas Verona,1.2,0.8,34.0,8751.0,Bram Nuytinck,3-4-3,Matteo Marchetti,Match Report,,Udinese
11,2021-10-31,12:30,Serie A,Matchweek 11,Sun,Away,L,0.0,2.0,Inter,0.4,2.1,34.0,48076.0,Bram Nuytinck,3-4-3,Juan Sacchi,Match Report,,Udinese
12,2021-11-07,15:00,Serie A,Matchweek 12,Sun,Home,W,3.0,2.0,Sassuolo,1.7,1.3,38.0,8322.0,Bram Nuytinck,4-4-2,Federico Dionisi,Match Report,,Udinese
13,2021-11-22,20:45,Serie A,Matchweek 13,Mon,Away,L,1.0,2.0,Torino,1.7,1.9,49.0,7034.0,Bram Nuytinck,3-4-3,Ivan Pezzuto,Match Report,,Udinese
14,2021-11-28,12:30,Serie A,Matchweek 14,Sun,Home,D,0.0,0.0,Genoa,1.1,0.7,43.0,11537.0,Bram Nuytinck,3-4-3,Francesco Meraviglia,Match Report,,Udinese
15,2021-12-02,20:45,Serie A,Matchweek 15,Thu,Away,D,4.0,4.0,Lazio,1.3,1.6,38.0,7000.0,Samir Santos,4-4-2,Marco Piccinini,Match Report,,Udinese
16,2021-12-06,18:30,Serie A,Matchweek 16,Mon,Away,L,1.0,3.0,Empoli,2.1,2.4,43.0,4808.0,Samir Santos,4-4-2,Daniele Paterna,Match Report,,Udinese
17,2021-12-11,20:45,Serie A,Matchweek 17,Sat,Home,D,1.0,1.0,Milan,1.7,1.1,34.0,16385.0,Bram Nuytinck,3-5-2,Francesco Fourneau,Match Report,,Udinese
19,2021-12-18,20:45,Serie A,Matchweek 18,Sat,Away,W,4.0,0.0,Cagliari,0.6,0.4,45.0,7864.0,Bram Nuytinck,3-5-2,Fabio Maresca,Match Report,,Udinese
20,2022-01-09,16:30,Serie A,Matchweek 21,Sun,Home,L,2.0,6.0,Atalanta,0.5,3.1,40.0,8679.0,Bram Nuytinck,3-4-3,Michael Fabbri,Match Report,,Udinese
21,2022-01-15,20:45,Serie A,Matchweek 22,Sat,Away,L,0.0,2.0,Juventus,0.8,1.5,34.0,5000.0,Bram Nuytinck,3-5-2,Antonio Giua,Match Report,,Udinese
23,2022-01-22,15:00,Serie A,Matchweek 23,Sat,Away,D,0.0,0.0,Genoa,0.1,0.9,48.0,5000.0,Bram Nuytinck,3-5-2,Daniele Doveri,Match Report,,Udinese
24,2022-02-06,18:00,Serie A,Matchweek 24,Sun,Home,W,2.0,0.0,Torino,1.3,0.6,42.0,9837.0,Rodrigo Becão,3-5-2,Antonio Rapuano,Match Report,,Udinese
25,2022-02-13,15:00,Serie A,Matchweek 25,Sun,Away,L,0.0,4.0,Hellas Verona,1.6,1.0,56.0,11713.0,Rodrigo Becão,3-5-2,Andrea Colombo,Match Report,,Udinese
26,2022-02-20,20:45,Serie A,Matchweek 26,Sun,Home,D,1.0,1.0,Lazio,1.2,1.3,41.0,10799.0,Rodrigo Becão,3-5-2,Luca Massimi,Match Report,,Udinese
27,2022-02-25,18:45,Serie A,Matchweek 27,Fri,Away,D,1.0,1.0,Milan,1.0,0.8,38.0,44588.0,Rodrigo Becão,3-5-2,Matteo Marchetti,Match Report,,Udinese
28,2022-03-05,15:00,Serie A,Matchweek 28,Sat,Home,W,2.0,1.0,Sampdoria,1.9,0.7,43.0,12405.0,Roberto Pereyra,3-5-2,Massimiliano Irrati,Match Report,,Udinese
29,2022-03-13,18:00,Serie A,Matchweek 29,Sun,Home,D,1.0,1.0,Roma,0.6,1.2,37.0,15114.0,Roberto Pereyra,3-5-2,Marco Di Bello,Match Report,,Udinese
30,2022-03-19,15:00,Serie A,Matchweek 30,Sat,Away,L,1.0,2.0,Napoli,0.5,1.1,36.0,37363.0,Roberto Pereyra,3-5-2,Francesco Fourneau,Match Report,,Udinese
31,2022-04-03,15:00,Serie A,Matchweek 31,Sun,Home,W,5.0,1.0,Cagliari,3.5,0.4,51.0,,Roberto Pereyra,3-5-2,Rosario Abisso,Match Report,,Udinese
32,2022-04-10,15:00,Serie A,Matchweek 32,Sun,Away,W,2.0,1.0,Venezia,2.3,1.3,48.0,,Rodrigo Becão,3-5-2,Marco Guida,Match Report,,Udinese
33,2022-04-16,14:30,Serie A,Matchweek 33,Sat,Home,W,4.0,1.0,Empoli,1.2,1.7,39.0,,Roberto Pereyra,3-5-2,Matteo Marchetti,Match Report,,Udinese
34,2022-04-20,18:45,Serie A,Matchweek 19,Wed,Home,L,0.0,1.0,Salernitana,0.5,0.9,54.0,,Rodrigo Becão,3-5-2,Simone Sozza,Match Report,,Udinese
35,2022-04-24,15:00,Serie A,Matchweek 34,Sun,Away,,,,Bologna,,,,,,,,Head-to-Head,,Udinese
36,2022-04-27,18:00,Serie A,Matchweek 20,Wed,Away,,,,Fiorentina,,,,,,,,Head-to-Head,,Udinese
37,2022-05-01,,Serie A,Matchweek 35,Sun,Home,,,,Inter,,,,,,,,Head-to-Head,,Udinese
38,2022-05-08,,Serie A,Matchweek 36,Sun,Away,,,,Sassuolo,,,,,,,,Head-to-Head,,Udinese
39,2022-05-15,,Serie A,Matchweek 37,Sun,Home,,,,Spezia,,,,,,,,Head-to-Head,,Udinese
40,2022-05-22,,Serie A,Matchweek 38,Sun,Away,,,,Salernitana,,,,,,,,Head-to-Head,,Udinese
1,2021-08-22,18:30,Serie A,Matchweek 1,Sun,Home,W,3.0,2.0,Salernitana,1.5,1.6,72.0,8375.0,Roberto Soriano,4-2-3-1,Antonio Rapuano,Match Report,,Bologna
2,2021-08-28,18:30,Serie A,Matchweek 2,Sat,Away,D,0.0,0.0,Atalanta,0.3,1.0,41.0,7912.0,Lorenzo De Silvestri,4-3-3,Daniele Orsato,Match Report,,Bologna
3,2021-09-13,20:45,Serie A,Matchweek 3,Mon,Home,W,1.0,0.0,Hellas Verona,1.4,0.4,43.0,10218.0,Roberto Soriano,4-2-3-1,Ivan Pezzuto,Match Report,,Bologna
4,2021-09-18,18:00,Serie A,Matchweek 4,Sat,Away,L,1.0,6.0,Inter,0.5,3.1,54.0,35278.0,Roberto Soriano,4-2-3-1,Giovanni Ayroldi,Match Report,,Bologna
5,2021-09-21,18:30,Serie A,Matchweek 5,Tue,Home,D,2.0,2.0,Genoa,2.0,1.5,59.0,9707.0,Roberto Soriano,4-2-3-1,Francesco Fourneau,Match Report,,Bologna
6,2021-09-26,15:00,Serie A,Matchweek 6,Sun,Away,L,2.0,4.0,Empoli,2.5,1.8,63.0,5022.0,Roberto Soriano,4-2-3-1,Piero Giacomelli,Match Report,,Bologna
7,2021-10-03,12:30,Serie A,Matchweek 7,Sun,Home,W,3.0,0.0,Lazio,0.5,0.6,41.0,12975.0,Roberto Soriano,3-4-3,Davide Massa,Match Report,,Bologna
8,2021-10-17,15:00,Serie A,Matchweek 8,Sun,Away,D,1.0,1.0,Udinese,1.7,1.0,59.0,10627.0,Roberto Soriano,3-4-3,Rosario Abisso,Match Report,,Bologna
9,2021-10-23,20:45,Serie A,Matchweek 9,Sat,Home,L,2.0,4.0,Milan,0.7,0.9,38.0,22167.0,Roberto Soriano,3-4-3,Paolo Valeri,Match Report,,Bologna
10,2021-10-28,20:45,Serie A,Matchweek 10,Thu,Away,L,0.0,3.0,Napoli,0.2,2.6,35.0,20000.0,Lorenzo De Silvestri,3-4-3,Marco Serra,Match Report,,Bologna
11,2021-11-01,20:45,Serie A,Matchweek 11,Mon,Home,W,2.0,0.0,Cagliari,1.0,0.4,57.0,10126.0,Roberto Soriano,3-4-3,Davide Massa,Match Report,,Bologna
12,2021-11-07,15:00,Serie A,Matchweek 12,Sun,Away,W,2.0,1.0,Sampdoria,1.9,0.8,53.0,5694.0,Roberto Soriano,3-4-3,Gianluca Manganiello,Match Report,,Bologna
13,2021-11-21,15:00,Serie A,Matchweek 13,Sun,Home,L,0.0,1.0,Venezia,1.4,1.0,67.0,15255.0,Roberto Soriano,3-4-3,Daniele Chiffi,Match Report,,Bologna
14,2021-11-28,15:00,Serie A,Matchweek 14,Sun,Away,W,1.0,0.0,Spezia,2.4,1.1,57.0,6265.0,Roberto Soriano,3-4-3,Luca Massimi,Match Report,,Bologna
15,2021-12-01,18:30,Serie A,Matchweek 15,Wed,Home,W,1.0,0.0,Roma,0.2,0.9,42.0,15780.0,Roberto Soriano,3-4-3,Luca Pairetto,Match Report,,Bologna
16,2021-12-05,12:30,Serie A,Matchweek 16,Sun,Home,L,2.0,3.0,Fiorentina,0.7,1.1,37.0,18175.0,Roberto Soriano,3-5-2,Massimiliano Irrati,Match Report,,Bologna
17,2021-12-12,12:30,Serie A,Matchweek 17,Sun,Away,L,1.0,2.0,Torino,1.0,1.6,51.0,6562.0,Roberto Soriano,3-4-3,Federico Dionisi,Match Report,,Bologna
18,2021-12-18,18:00,Serie A,Matchweek 18,Sat,Home,L,0.0,2.0,Juventus,0.4,1.1,57.0,22394.0,Roberto Soriano,3-5-2,Daniele Orsato,Match Report,,Bologna
19,2021-12-22,16:30,Serie A,Matchweek 19,Wed,Away,W,3.0,0.0,Sassuolo,1.3,0.8,41.0,4763.0,Roberto Soriano,3-5-2,Michael Fabbri,Match Report,,Bologna
20,2022-01-11,20:45,Serie A,Matchweek 21,Tue,Away,L,1.0,2.0,Cagliari,0.6,1.6,47.0,5583.0,Roberto Soriano,3-5-2,Davide Ghersini,Match Report,,Bologna
21,2022-01-17,18:30,Serie A,Matchweek 22,Mon,Home,L,0.0,2.0,Napoli,0.9,2.1,39.0,5000.0,Roberto Soriano,3-5-2,Livio Marinelli,Match Report,,Bologna
22,2022-01-21,20:45,Serie A,Matchweek 23,Fri,Away,L,1.0,2.0,Hellas Verona,0.6,1.5,43.0,4286.0,Roberto Soriano,3-5-2,Matteo Gariglio,Match Report,,Bologna
23,2022-02-06,15:00,Serie A,Matchweek 24,Sun,Home,D,0.0,0.0,Empoli,0.7,1.6,59.0,10349.0,Roberto Soriano,3-4-1-2,Cosso Cosso,Match Report,,Bologna
24,2022-02-12,15:00,Serie A,Matchweek 25,Sat,Away,L,0.0,3.0,Lazio,0.7,2.6,43.0,22000.0,Roberto Soriano,3-5-2,Marco Piccinini,Match Report,,Bologna
25,2022-02-21,21:00,Serie A,Matchweek 26,Mon,Home,W,2.0,1.0,Spezia,1.9,0.5,61.0,12050.0,Roberto Soriano,3-4-3,Livio Marinelli,Match Report,,Bologna
26,2022-02-26,15:00,Serie A,Matchweek 27,Sat,Away,D,1.0,1.0,Salernitana,0.4,1.4,44.0,13289.0,Roberto Soriano,3-4-3,Giovanni Ayroldi,Match Report,,Bologna
27,2022-03-06,15:00,Serie A,Matchweek 28,Sun,Home,D,0.0,0.0,Torino,0.3,1.2,52.0,17575.0,Lorenzo De Silvestri,3-4-3,Luca Massimi,Match Report,,Bologna
28,2022-03-13,12:30,Serie A,Matchweek 29,Sun,Away,L,0.0,1.0,Fiorentina,1.1,1.9,39.0,22635.0,Roberto Soriano,3-4-3,Juan Sacchi,Match Report,,Bologna
29,2022-03-20,20:45,Serie A,Matchweek 30,Sun,Home,L,0.0,1.0,Atalanta,1.3,1.2,60.0,1323.0,Roberto Soriano,3-4-3,Fabio Maresca,Match Report,,Bologna
30,2022-04-04,20:45,Serie A,Matchweek 31,Mon,Away,D,0.0,0.0,Milan,0.6,2.2,47.0,,Gary Medel,3-5-2,Livio Marinelli,Match Report,,Bologna
31,2022-04-11,20:45,Serie A,Matchweek 32,Mon,Home,W,2.0,0.0,Sampdoria,2.6,0.6,53.0,,Gary Medel,3-5-2,Luca Pairetto,Match Report,,Bologna
32,2022-04-16,18:30,Serie A,Matchweek 33,Sat,Away,D,1.0,1.0,Juventus,1.2,2.0,49.0,,Roberto Soriano,3-5-2,Juan Sacchi,Match Report,,Bologna
33,2022-04-24,15:00,Serie A,Matchweek 34,Sun,Home,,,,Udinese,,,,,,,,Head-to-Head,,Bologna
34,2022-04-27,20:15,Serie A,Matchweek 20,Wed,Home,,,,Inter,,,,,,,,Head-to-Head,,Bologna
