,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes,squadName
18,2021-11-21,20:45,Serie A,Matchweek 13,Sun,Away,W,2.0,0.0,Genoa,1.8,0.2,59.0,14667.0,Lorenzo Pellegrini,3-5-2,Massimiliano Irrati,Match Report,,Roma
20,2021-11-28,18:00,Serie A,Matchweek 14,Sun,Home,W,1.0,0.0,Torino,0.9,1.2,32.0,46728.0,Lorenzo Pellegrini,3-5-2,Daniele Chiffi,Match Report,,Roma
21,2021-12-01,18:30,Serie A,Matchweek 15,Wed,Away,L,0.0,1.0,Bologna,0.9,0.2,58.0,15780.0,Gianluca Mancini,3-5-2,Luca Pairetto,Match Report,,Roma
22,2021-12-04,18:00,Serie A,Matchweek 16,Sat,Home,L,0.0,3.0,Inter,0.7,1.5,34.0,51185.0,Gianluca Mancini,3-5-2,Marco Di Bello,Match Report,,Roma
24,2021-12-13,20:45,Serie A,Matchweek 17,Mon,Home,W,2.0,0.0,Spezia,1.9,0.5,52.0,44844.0,Bryan Cristante,3-5-2,Alessandro Prontera,Match Report,,Roma
25,2021-12-18,15:00,Serie A,Matchweek 18,Sat,Away,W,4.0,1.0,Atalanta,1.2,1.3,29.0,14469.0,Gianluca Mancini,3-5-2,Massimiliano Irrati,Match Report,,Roma
26,2021-12-22,18:30,Serie A,Matchweek 19,Wed,Home,D,1.0,1.0,Sampdoria,1.5,1.5,54.0,49400.0,Gianluca Mancini,3-5-2,Piero Giacomelli,Match Report,,Roma
27,2022-01-06,18:30,Serie A,Matchweek 20,Thu,Away,L,1.0,3.0,Milan,0.8,2.9,45.0,35870.0,Lorenzo Pellegrini,3-5-2,Daniele Chiffi,Match Report,,Roma
28,2022-01-09,18:30,Serie A,Matchweek 21,Sun,Home,L,3.0,4.0,Juventus,2.1,1.1,53.0,33178.0,Lorenzo Pellegrini,4-2-3-1,Davide Massa,Match Report,,Roma
29,2022-01-16,18:00,Serie A,Matchweek 22,Sun,Home,W,1.0,0.0,Cagliari,1.9,0.6,56.0,5000.0,Gianluca Mancini,4-2-3-1,Lorenzo Maggioni,Match Report,,Roma
31,2022-01-23,18:00,Serie A,Matchweek 23,Sun,Away,W,4.0,2.0,Empoli,3.0,0.9,42.0,4920.0,Gianluca Mancini,3-4-1-2,Michael Fabbri,Match Report,,Roma
32,2022-02-05,15:00,Serie A,Matchweek 24,Sat,Home,D,0.0,0.0,Genoa,1.4,0.5,62.0,29863.0,Gianluca Mancini,3-4-1-2,Rosario Abisso,Match Report,,Roma
34,2022-02-13,18:00,Serie A,Matchweek 25,Sun,Away,D,2.0,2.0,Sassuolo,2.4,0.9,54.0,9282.0,Lorenzo Pellegrini,3-4-1-2,Marco Guida,Match Report,,Roma
35,2022-02-19,18:00,Serie A,Matchweek 26,Sat,Home,D,2.0,2.0,Hellas Verona,0.6,0.5,57.0,34777.0,Lorenzo Pellegrini,3-4-1-2,Luca Pairetto,Match Report,,Roma
36,2022-02-27,18:05,Serie A,Matchweek 27,Sun,Away,W,1.0,0.0,Spezia,3.5,0.3,64.0,8107.0,Lorenzo Pellegrini,3-4-3,Michael Fabbri,Match Report,,Roma
37,2022-03-05,18:00,Serie A,Matchweek 28,Sat,Home,W,1.0,0.0,Atalanta,1.2,0.8,36.0,42303.0,Lorenzo Pellegrini,3-4-1-2,Davide Massa,Match Report,,Roma
39,2022-03-13,18:00,Serie A,Matchweek 29,Sun,Away,D,1.0,1.0,Udinese,1.2,0.6,63.0,15114.0,Lorenzo Pellegrini,3-5-2,Marco Di Bello,Match Report,,Roma
41,2022-03-20,18:00,Serie A,Matchweek 30,Sun,Home,W,3.0,0.0,Lazio,2.2,0.5,34.0,51932.0,Lorenzo Pellegrini,3-4-3,Massimiliano Irrati,Match Report,,Roma
42,2022-04-03,18:00,Serie A,Matchweek 31,Sun,Away,W,1.0,0.0,Sampdoria,1.1,0.4,51.0,,Lorenzo Pellegrini,3-4-3,Gianluca Manganiello,Match Report,,Roma
44,2022-04-10,18:00,Serie A,Matchweek 32,Sun,Home,W,2.0,1.0,Salernitana,1.6,0.6,66.0,,Bryan Cristante,3-4-3,Manuel Volpi,Match Report,,Roma
46,2022-04-18,19:00,Serie A,Matchweek 33,Mon,Away,D,1.0,1.0,Napoli,0.9,1.4,51.0,,Lorenzo Pellegrini,3-4-1-2,Marco Di Bello,Match Report,,Roma
47,2022-04-23,18:00,Serie A,Matchweek 34,Sat,Away,L,1.0,3.0,Inter,,,56.0,,Lorenzo Pellegrini,3-4-3,Simone Sozza,Match Report,,Roma
49,2022-05-01,,Serie A,Matchweek 35,Sun,Home,,,,Bologna,,,,,,,,Head-to-Head,,Roma
51,2022-05-08,,Serie A,Matchweek 36,Sun,Away,,,,Fiorentina,,,,,,,,Head-to-Head,,Roma
52,2022-05-15,,Serie A,Matchweek 37,Sun,Home,,,,Venezia,,,,,,,,Head-to-Head,,Roma
53,2022-05-22,,Serie A,Matchweek 38,Sun,Away,,,,Torino,,,,,,,,Head-to-Head,,Roma
0,2021-08-21,20:45,Serie A,Matchweek 1,Sat,Away,W,3.0,1.0,Empoli,1.3,1.3,54.0,3655.0,Ciro Immobile,4-3-3,Simone Sozza,Match Report,,Lazio
1,2021-08-28,18:30,Serie A,Matchweek 2,Sat,Home,W,6.0,1.0,Spezia,3.2,0.7,61.0,20000.0,Ciro Immobile,4-3-3,Federico Dionisi,Match Report,,Lazio
2,2021-09-12,18:00,Serie A,Matchweek 3,Sun,Away,L,0.0,2.0,Milan,0.3,3.0,53.0,36207.0,Ciro Immobile,4-3-3,Daniele Chiffi,Match Report,,Lazio
4,2021-09-19,18:00,Serie A,Matchweek 4,Sun,Home,D,2.0,2.0,Cagliari,2.1,1.8,72.0,20000.0,Ciro Immobile,4-3-3,Davide Ghersini,Match Report,,Lazio
5,2021-09-23,18:30,Serie A,Matchweek 5,Thu,Away,D,1.0,1.0,Torino,0.9,1.1,55.0,8646.0,Ciro Immobile,4-3-3,Rosario Abisso,Match Report,,Lazio
6,2021-09-26,18:00,Serie A,Matchweek 6,Sun,Home,W,3.0,2.0,Roma,2.2,2.3,50.0,32000.0,Ciro Immobile,4-3-3,Marco Guida,Match Report,,Lazio
8,2021-10-03,12:30,Serie A,Matchweek 7,Sun,Away,L,0.0,3.0,Bologna,0.6,0.5,59.0,12975.0,Sergej Milinković-Savić,4-3-3,Davide Massa,Match Report,,Lazio
9,2021-10-16,18:00,Serie A,Matchweek 8,Sat,Home,W,3.0,1.0,Inter,2.5,1.4,52.0,42000.0,Ciro Immobile,4-3-3,Massimiliano Irrati,Match Report,,Lazio
11,2021-10-24,15:00,Serie A,Matchweek 9,Sun,Away,L,1.0,4.0,Hellas Verona,0.9,2.8,51.0,13953.0,Ciro Immobile,4-3-3,Marco Piccinini,Match Report,,Lazio
12,2021-10-27,20:45,Serie A,Matchweek 10,Wed,Home,W,1.0,0.0,Fiorentina,0.6,0.6,49.0,7000.0,Ciro Immobile,4-3-3,Giovanni Ayroldi,Match Report,,Lazio
13,2021-10-30,15:00,Serie A,Matchweek 11,Sat,Away,D,2.0,2.0,Atalanta,1.4,0.9,44.0,11981.0,Ciro Immobile,4-3-3,Marco Guida,Match Report,,Lazio
15,2021-11-07,18:00,Serie A,Matchweek 12,Sun,Home,W,3.0,0.0,Salernitana,2.1,0.5,60.0,25000.0,Ciro Immobile,4-3-3,Antonio Rapuano,Match Report,,Lazio
16,2021-11-20,18:00,Serie A,Matchweek 13,Sat,Home,L,0.0,2.0,Juventus,0.2,2.7,57.0,45000.0,Sergej Milinković-Savić,4-3-3,Marco Di Bello,Match Report,,Lazio
18,2021-11-28,20:45,Serie A,Matchweek 14,Sun,Away,L,0.0,4.0,Napoli,0.4,1.2,38.0,36000.0,Ciro Immobile,4-3-3,Daniele Orsato,Match Report,,Lazio
19,2021-12-02,20:45,Serie A,Matchweek 15,Thu,Home,D,4.0,4.0,Udinese,1.6,1.3,62.0,7000.0,Ciro Immobile,4-3-3,Marco Piccinini,Match Report,,Lazio
20,2021-12-05,18:00,Serie A,Matchweek 16,Sun,Away,W,3.0,1.0,Sampdoria,1.2,1.4,52.0,5883.0,Ciro Immobile,4-3-3,Michael Fabbri,Match Report,,Lazio
22,2021-12-12,18:00,Serie A,Matchweek 17,Sun,Away,L,1.0,2.0,Sassuolo,0.3,1.4,41.0,5100.0,Ciro Immobile,4-3-3,Simone Sozza,Match Report,,Lazio
23,2021-12-17,18:30,Serie A,Matchweek 18,Fri,Home,W,3.0,1.0,Genoa,1.5,0.2,55.0,6000.0,Sergej Milinković-Savić,4-3-3,Luca Pairetto,Match Report,,Lazio
24,2021-12-22,16:30,Serie A,Matchweek 19,Wed,Away,W,3.0,1.0,Venezia,0.8,1.0,53.0,7894.0,Sergej Milinković-Savić,4-3-3,Fabio Maresca,Match Report,,Lazio
25,2022-01-06,14:30,Serie A,Matchweek 20,Thu,Home,D,3.0,3.0,Empoli,2.5,2.0,62.0,23000.0,Ciro Immobile,4-3-3,Antonio Giua,Match Report,,Lazio
26,2022-01-09,20:45,Serie A,Matchweek 21,Sun,Away,L,1.0,2.0,Inter,1.5,1.6,40.0,29471.0,Ciro Immobile,4-3-3,Luca Pairetto,Match Report,,Lazio
27,2022-01-15,18:00,Serie A,Matchweek 22,Sat,Away,W,3.0,0.0,Salernitana,1.6,0.3,73.0,2559.0,Ciro Immobile,4-3-3,Rosario Abisso,Match Report,,Lazio
29,2022-01-22,20:45,Serie A,Matchweek 23,Sat,Home,D,0.0,0.0,Atalanta,0.2,0.4,61.0,4000.0,Ciro Immobile,4-3-3,Simone Sozza,Match Report,,Lazio
30,2022-02-05,20:45,Serie A,Matchweek 24,Sat,Away,W,3.0,0.0,Fiorentina,2.7,0.8,50.0,17181.0,Ciro Immobile,4-3-3,Daniele Orsato,Match Report,,Lazio
32,2022-02-12,15:00,Serie A,Matchweek 25,Sat,Home,W,3.0,0.0,Bologna,2.6,0.7,57.0,22000.0,Ciro Immobile,4-3-3,Marco Piccinini,Match Report,,Lazio
34,2022-02-20,20:45,Serie A,Matchweek 26,Sun,Away,D,1.0,1.0,Udinese,1.3,1.2,59.0,10799.0,Sergej Milinković-Savić,4-3-3,Luca Massimi,Match Report,,Lazio
36,2022-02-27,20:50,Serie A,Matchweek 27,Sun,Home,L,1.0,2.0,Napoli,1.1,1.4,45.0,25000.0,Ciro Immobile,4-3-3,Marco Di Bello,Match Report,,Lazio
37,2022-03-05,20:45,Serie A,Matchweek 28,Sat,Away,W,3.0,0.0,Cagliari,2.6,0.6,55.0,10873.0,Ciro Immobile,4-3-3,Fabio Maresca,Match Report,,Lazio
38,2022-03-14,20:45,Serie A,Matchweek 29,Mon,Home,W,1.0,0.0,Venezia,1.4,0.3,66.0,18000.0,Ciro Immobile,4-3-3,Gianluca Manganiello,Match Report,,Lazio
39,2022-03-20,18:00,Serie A,Matchweek 30,Sun,Away,L,0.0,3.0,Roma,0.5,2.2,66.0,51932.0,Ciro Immobile,4-3-3,Massimiliano Irrati,Match Report,,Lazio
40,2022-04-02,18:00,Serie A,Matchweek 31,Sat,Home,W,2.0,1.0,Sassuolo,2.3,1.8,54.0,,Ciro Immobile,4-3-3,Antonio Rapuano,Match Report,,Lazio
41,2022-04-10,12:30,Serie A,Matchweek 32,Sun,Away,W,4.0,1.0,Genoa,1.6,0.8,56.0,,Ciro Immobile,4-3-2-1,Gianluca Manganiello,Match Report,,Lazio
42,2022-04-16,20:45,Serie A,Matchweek 33,Sat,Home,D,1.0,1.0,Torino,0.7,1.0,48.0,,Ciro Immobile,4-3-3,Alessandro Prontera,Match Report,,Lazio
43,2022-04-24,20:45,Serie A,Matchweek 34,Sun,Home,,,,Milan,,,,,,,,Head-to-Head,,Lazio
44,2022-05-01,,Serie A,Matchweek 35,Sun,Away,,,,Spezia,,,,,,,,Head-to-Head,,Lazio
45,2022-05-08,,Serie A,Matchweek 36,Sun,Home,,,,Sampdoria,,,,,,,,Head-to-Head,,Lazio
46,2022-05-15,,Serie A,Matchweek 37,Sun,Away,,,,Juventus,,,,,,,,Head-to-Head,,Lazio
47,2022-05-22,,Serie A,Matchweek 38,Sun,Home,,,,Hellas Verona,,,,,,,,Head-to-Head,,Lazio
0,2021-08-21,20:45,Serie A,Matchweek 1,Sat,Away,W,2.0,1.0,Torino,1.0,1.3,53.0,3475.0,José Luis Palomino,3-4-3,Daniele Chiffi,Match Report,,Atalanta
1,2021-08-28,18:30,Serie A,Matchweek 2,Sat,Home,D,0.0,0.0,Bologna,1.0,0.3,59.0,7912.0,Rafael Tolói,3-4-3,Daniele Orsato,Match Report,,Atalanta
2,2021-09-11,20:45,Serie A,Matchweek 3,Sat,Home,L,1.0,2.0,Fiorentina,2.5,1.7,55.0,9162.0,Rafael Tolói,3-4-3,Valerio Marini,Match Report,,Atalanta
4,2021-09-18,20:45,Serie A,Matchweek 4,Sat,Away,W,1.0,0.0,Salernitana,1.4,0.9,57.0,11949.0,Rafael Tolói,3-4-3,Paolo Valeri,Match Report,,Atalanta
5,2021-09-21,20:45,Serie A,Matchweek 5,Tue,Home,W,2.0,1.0,Sassuolo,1.6,0.7,47.0,7353.0,Rafael Tolói,3-4-1-2,Davide Massa,Match Report,,Atalanta
6,2021-09-25,18:00,Serie A,Matchweek 6,Sat,Away,D,2.0,2.0,Inter,2.1,3.9,50.0,36517.0,Rafael Tolói,3-4-1-2,Fabio Maresca,Match Report,,Atalanta
8,2021-10-03,20:45,Serie A,Matchweek 7,Sun,Home,L,2.0,3.0,Milan,2.1,3.0,56.0,9363.0,Remo Freuler,3-4-1-2,Marco Di Bello,Match Report,,Atalanta
9,2021-10-17,15:00,Serie A,Matchweek 8,Sun,Away,W,4.0,1.0,Empoli,4.2,0.7,52.0,6214.0,Rafael Tolói,3-4-1-2,Marco Serra,Match Report,,Atalanta
11,2021-10-24,12:30,Serie A,Matchweek 9,Sun,Home,D,1.0,1.0,Udinese,0.5,0.9,67.0,9951.0,Remo Freuler,3-4-3,Livio Marinelli,Match Report,,Atalanta
12,2021-10-27,18:30,Serie A,Matchweek 10,Wed,Away,W,3.0,1.0,Sampdoria,1.1,1.3,60.0,5462.0,Remo Freuler,3-4-3,Alessandro Prontera,Match Report,,Atalanta
13,2021-10-30,15:00,Serie A,Matchweek 11,Sat,Home,D,2.0,2.0,Lazio,0.9,1.4,56.0,11981.0,Remo Freuler,3-4-3,Marco Guida,Match Report,,Atalanta
15,2021-11-06,20:45,Serie A,Matchweek 12,Sat,Away,W,2.0,1.0,Cagliari,2.8,0.9,62.0,6976.0,Remo Freuler,3-4-3,Marco Piccinini,Match Report,,Atalanta
16,2021-11-20,15:00,Serie A,Matchweek 13,Sat,Home,W,5.0,2.0,Spezia,2.5,1.0,50.0,10744.0,Rafael Tolói,3-4-3,Rosario Abisso,Match Report,,Atalanta
18,2021-11-27,18:00,Serie A,Matchweek 14,Sat,Away,W,1.0,0.0,Juventus,0.4,0.9,41.0,29886.0,Rafael Tolói,3-4-3,Giovanni Ayroldi,Match Report,,Atalanta
19,2021-11-30,18:30,Serie A,Matchweek 15,Tue,Home,W,4.0,0.0,Venezia,2.7,0.7,58.0,8667.0,José Luis Palomino,3-4-3,Alberto Santoro,Match Report,,Atalanta
20,2021-12-04,20:45,Serie A,Matchweek 16,Sat,Away,W,3.0,2.0,Napoli,1.6,1.2,45.0,30000.0,Rafael Tolói,3-4-3,Maurizio Mariani,Match Report,,Atalanta
22,2021-12-12,15:00,Serie A,Matchweek 17,Sun,Away,W,2.0,1.0,Hellas Verona,1.7,1.1,47.0,15000.0,Rafael Tolói,3-4-3,Juan Sacchi,Match Report,,Atalanta
23,2021-12-18,15:00,Serie A,Matchweek 18,Sat,Home,L,1.0,4.0,Roma,1.3,1.2,71.0,14469.0,Rafael Tolói,3-4-3,Massimiliano Irrati,Match Report,,Atalanta
24,2021-12-21,20:45,Serie A,Matchweek 19,Tue,Away,D,0.0,0.0,Genoa,1.2,0.0,67.0,6000.0,Remo Freuler,3-4-3,Paolo Valeri,Match Report,,Atalanta
25,2022-01-09,16:30,Serie A,Matchweek 21,Sun,Away,W,6.0,2.0,Udinese,3.1,0.5,60.0,8679.0,Rafael Tolói,3-4-3,Michael Fabbri,Match Report,,Atalanta
27,2022-01-16,20:45,Serie A,Matchweek 22,Sun,Home,D,0.0,0.0,Inter,1.6,1.5,37.0,5000.0,Remo Freuler,4-3-3,Davide Massa,Match Report,,Atalanta
28,2022-01-22,20:45,Serie A,Matchweek 23,Sat,Away,D,0.0,0.0,Lazio,0.4,0.2,39.0,4000.0,Remo Freuler,3-4-1-2,Simone Sozza,Match Report,,Atalanta
29,2022-02-06,12:30,Serie A,Matchweek 24,Sun,Home,L,1.0,2.0,Cagliari,1.1,1.1,61.0,7868.0,Remo Freuler,4-2-3-1,Alessandro Prontera,Match Report,,Atalanta
31,2022-02-13,20:45,Serie A,Matchweek 25,Sun,Home,D,1.0,1.0,Juventus,2.1,0.7,52.0,9731.0,Rafael Tolói,3-4-1-2,Maurizio Mariani,Match Report,,Atalanta
33,2022-02-20,12:30,Serie A,Matchweek 26,Sun,Away,L,0.0,1.0,Fiorentina,0.5,0.6,51.0,18056.0,Rafael Tolói,3-4-1-2,Daniele Doveri,Match Report,,Atalanta
35,2022-02-28,20:50,Serie A,Matchweek 27,Mon,Home,W,4.0,0.0,Sampdoria,2.1,0.5,56.0,10245.0,Rafael Tolói,4-2-3-1,Simone Sozza,Match Report,,Atalanta
36,2022-03-05,18:00,Serie A,Matchweek 28,Sat,Away,L,0.0,1.0,Roma,0.8,1.2,64.0,42303.0,Remo Freuler,4-2-3-1,Davide Massa,Match Report,,Atalanta
38,2022-03-13,18:00,Serie A,Matchweek 29,Sun,Home,D,0.0,0.0,Genoa,1.2,1.0,59.0,9140.0,José Luis Palomino,3-4-1-2,Rosario Abisso,Match Report,,Atalanta
40,2022-03-20,20:45,Serie A,Matchweek 30,Sun,Away,W,1.0,0.0,Bologna,1.2,1.3,40.0,1323.0,Remo Freuler,3-4-3,Fabio Maresca,Match Report,,Atalanta
41,2022-04-03,15:00,Serie A,Matchweek 31,Sun,Home,L,1.0,3.0,Napoli,1.4,1.5,55.0,,Remo Freuler,3-4-1-2,Marco Di Bello,Match Report,,Atalanta
43,2022-04-10,15:00,Serie A,Matchweek 32,Sun,Away,L,1.0,2.0,Sassuolo,1.8,1.2,49.0,,Rafael Tolói,3-4-3,Juan Sacchi,Match Report,,Atalanta
45,2022-04-18,21:00,Serie A,Matchweek 33,Mon,Home,L,1.0,2.0,Hellas Verona,1.5,3.2,56.0,,Marten de Roon,3-4-3,Marco Piccinini,Match Report,,Atalanta
46,2022-04-23,15:00,Serie A,Matchweek 34,Sat,Away,W,3.0,1.0,Venezia,,,60.0,,Remo Freuler,3-4-1-2,Francesco Fourneau,Match Report,,Atalanta
47,2022-04-27,20:15,Serie A,Matchweek 20,Wed,Home,,,,Torino,,,,,,,,Head-to-Head,,Atalanta
48,2022-05-01,,Serie A,Matchweek 35,Sun,Home,,,,Salernitana,,,,,,,,Head-to-Head,,Atalanta
49,2022-05-08,,Serie A,Matchweek 36,Sun,Away,,,,Spezia,,,,,,,,Head-to-Head,,Atalanta
50,2022-05-15,,Serie A,Matchweek 37,Sun,Away,,,,Milan,,,,,,,,Head-to-Head,,Atalanta
51,2022-05-22,,Serie A,Matchweek 38,Sun,Home,,,,Empoli,,,,,,,,Head-to-Head,,Atalanta
1,2021-08-21,18:30,Serie A,Matchweek 1,Sat,Home,L,2.0,3.0,Sassuolo,2.1,1.4,40.0,5448.0,Miguel Veloso,3-4-3,Manuel Volpi,Match Report,,Hellas Verona
2,2021-08-27,20:45,Serie A,Matchweek 2,Fri,Home,L,1.0,3.0,Inter,0.8,1.6,43.0,11214.0,Davide Faraoni,3-4-3,Gianluca Manganiello,Match Report,,Hellas Verona
3,2021-09-13,20:45,Serie A,Matchweek 3,Mon,Away,L,0.0,1.0,Bologna,0.4,1.4,57.0,10218.0,Davide Faraoni,3-4-3,Ivan Pezzuto,Match Report,,Hellas Verona
4,2021-09-19,18:00,Serie A,Matchweek 4,Sun,Home,W,3.0,2.0,Roma,1.1,0.8,53.0,10148.0,Davide Faraoni,3-4-3,Fabio Maresca,Match Report,,Hellas Verona
5,2021-09-22,18:30,Serie A,Matchweek 5,Wed,Away,D,2.0,2.0,Salernitana,1.7,2.7,50.0,9561.0,Davide Faraoni,3-4-3,Massimiliano Irrati,Match Report,,Hellas Verona
6,2021-09-25,20:45,Serie A,Matchweek 6,Sat,Away,D,3.0,3.0,Genoa,2.2,1.6,51.0,13478.0,Davide Faraoni,3-4-3,Daniele Doveri,Match Report,,Hellas Verona
7,2021-10-03,15:00,Serie A,Matchweek 7,Sun,Home,W,4.0,0.0,Spezia,0.4,1.4,45.0,8398.0,Davide Faraoni,3-4-3,Giacomo Camplone,Match Report,,Hellas Verona
8,2021-10-16,20:45,Serie A,Matchweek 8,Sat,Away,L,2.0,3.0,Milan,1.4,1.5,47.0,40128.0,Davide Faraoni,3-4-3,Alessandro Prontera,Match Report,,Hellas Verona
9,2021-10-24,15:00,Serie A,Matchweek 9,Sun,Home,W,4.0,1.0,Lazio,2.8,0.9,49.0,13953.0,Miguel Veloso,3-4-3,Marco Piccinini,Match Report,,Hellas Verona
10,2021-10-27,18:30,Serie A,Matchweek 10,Wed,Away,D,1.0,1.0,Udinese,0.8,1.2,66.0,8751.0,Miguel Veloso,3-4-3,Matteo Marchetti,Match Report,,Hellas Verona
11,2021-10-30,18:00,Serie A,Matchweek 11,Sat,Home,W,2.0,1.0,Juventus,1.6,0.9,45.0,22314.0,Miguel Veloso,3-4-3,Livio Marinelli,Match Report,,Hellas Verona
12,2021-11-07,18:00,Serie A,Matchweek 12,Sun,Away,D,1.0,1.0,Napoli,1.0,0.8,42.0,28000.0,Miguel Veloso,3-4-3,Giovanni Ayroldi,Match Report,,Hellas Verona
13,2021-11-22,18:30,Serie A,Matchweek 13,Mon,Home,W,2.0,1.0,Empoli,1.3,1.6,56.0,13797.0,Miguel Veloso,3-4-3,Matteo Gariglio,Match Report,,Hellas Verona
14,2021-11-27,15:00,Serie A,Matchweek 14,Sat,Away,L,1.0,3.0,Sampdoria,0.9,0.8,58.0,6813.0,Davide Faraoni,3-4-3,Lorenzo Maggioni,Match Report,,Hellas Verona
15,2021-11-30,20:45,Serie A,Matchweek 15,Tue,Home,D,0.0,0.0,Cagliari,1.8,0.6,68.0,12188.0,Miguel Veloso,3-4-3,Matteo Marcenaro,Match Report,,Hellas Verona
16,2021-12-05,15:00,Serie A,Matchweek 16,Sun,Away,W,4.0,3.0,Venezia,1.9,1.8,56.0,7608.0,Miguel Veloso,3-4-1-2,Alessandro Prontera,Match Report,,Hellas Verona
17,2021-12-12,15:00,Serie A,Matchweek 17,Sun,Home,L,1.0,2.0,Atalanta,1.1,1.7,53.0,15000.0,Davide Faraoni,3-4-1-2,Juan Sacchi,Match Report,,Hellas Verona
19,2021-12-19,18:00,Serie A,Matchweek 18,Sun,Away,L,0.0,1.0,Torino,0.4,0.8,34.0,6202.0,Miguel Veloso,3-4-3,Michael Fabbri,Match Report,,Hellas Verona
20,2021-12-22,18:30,Serie A,Matchweek 19,Wed,Home,D,1.0,1.0,Fiorentina,1.1,1.0,40.0,14001.0,Miguel Veloso,3-4-3,Daniele Doveri,Match Report,,Hellas Verona
21,2022-01-06,14:30,Serie A,Matchweek 20,Thu,Away,W,2.0,1.0,Spezia,1.9,0.9,60.0,3250.0,Miguel Veloso,3-4-3,Maurizio Mariani,Match Report,,Hellas Verona
22,2022-01-09,20:45,Serie A,Matchweek 21,Sun,Home,L,1.0,2.0,Salernitana,1.4,1.1,70.0,3106.0,Miguel Veloso,3-4-3,Federico Dionisi,Match Report,,Hellas Verona
23,2022-01-16,12:30,Serie A,Matchweek 22,Sun,Away,W,4.0,2.0,Sassuolo,3.5,1.1,45.0,3843.0,Miguel Veloso,3-4-3,Alessandro Prontera,Match Report,,Hellas Verona
24,2022-01-21,20:45,Serie A,Matchweek 23,Fri,Home,W,2.0,1.0,Bologna,1.5,0.6,57.0,4286.0,Miguel Veloso,3-4-3,Matteo Gariglio,Match Report,,Hellas Verona
25,2022-02-06,20:45,Serie A,Matchweek 24,Sun,Away,L,0.0,2.0,Juventus,0.6,1.2,54.0,17016.0,Miguel Veloso,3-4-3,Luca Massimi,Match Report,,Hellas Verona
26,2022-02-13,15:00,Serie A,Matchweek 25,Sun,Home,W,4.0,0.0,Udinese,1.0,1.6,44.0,11713.0,Darko Lazović,3-4-3,Andrea Colombo,Match Report,,Hellas Verona
27,2022-02-19,18:00,Serie A,Matchweek 26,Sat,Away,D,2.0,2.0,Roma,0.5,0.6,43.0,34777.0,Davide Faraoni,3-4-3,Luca Pairetto,Match Report,,Hellas Verona
28,2022-02-27,15:05,Serie A,Matchweek 27,Sun,Home,W,3.0,1.0,Venezia,2.3,0.9,57.0,14298.0,Davide Faraoni,3-4-3,Juan Sacchi,Match Report,,Hellas Verona
29,2022-03-06,15:00,Serie A,Matchweek 28,Sun,Away,D,1.0,1.0,Fiorentina,1.3,1.4,50.0,23491.0,Davide Faraoni,3-4-1-2,Gianluca Manganiello,Match Report,,Hellas Verona
30,2022-03-13,15:00,Serie A,Matchweek 29,Sun,Home,L,1.0,2.0,Napoli,0.5,1.5,49.0,18782.0,Davide Faraoni,3-5-2,Daniele Doveri,Match Report,,Hellas Verona
31,2022-03-20,15:00,Serie A,Matchweek 30,Sun,Away,D,1.0,1.0,Empoli,1.3,1.0,62.0,5445.0,Koray Günter,3-4-1-2,Matteo Marcenaro,Match Report,,Hellas Verona
32,2022-04-04,18:30,Serie A,Matchweek 31,Mon,Home,W,1.0,0.0,Genoa,1.1,0.5,46.0,,Davide Faraoni,3-4-3,Francesco Fourneau,Match Report,,Hellas Verona
33,2022-04-09,18:00,Serie A,Matchweek 32,Sat,Away,L,0.0,2.0,Inter,0.9,2.8,52.0,,Davide Faraoni,3-4-3,Livio Marinelli,Match Report,,Hellas Verona
34,2022-04-18,21:00,Serie A,Matchweek 33,Mon,Away,W,2.0,1.0,Atalanta,3.2,1.5,44.0,,Davide Faraoni,3-4-3,Marco Piccinini,Match Report,,Hellas Verona
35,2022-04-23,20:45,Serie A,Matchweek 34,Sat,Home,D,1.0,1.0,Sampdoria,,,58.0,,Davide Faraoni,3-4-3,Giovanni Ayroldi,Match Report,,Hellas Verona
36,2022-05-01,,Serie A,Matchweek 35,Sun,Away,,,,Cagliari,,,,,,,,Head-to-Head,,Hellas Verona
37,2022-05-08,,Serie A,Matchweek 36,Sun,Home,,,,Milan,,,,,,,,Head-to-Head,,Hellas Verona
38,2022-05-15,,Serie A,Matchweek 37,Sun,Home,,,,Torino,,,,,,,,Head-to-Head,,Hellas Verona
39,2022-05-22,,Serie A,Matchweek 38,Sun,Away,,,,Lazio,,,,,,,,Head-to-Head,,Hellas Verona
0,2021-08-21,18:30,Serie A,Matchweek 1,Sat,Away,W,3.0,2.0,Hellas Verona,1.4,2.1,60.0,5448.0,Gian Marco Ferrari,4-2-3-1,Manuel Volpi,Match Report,,Sassuolo
1,2021-08-29,18:30,Serie A,Matchweek 2,Sun,Home,D,0.0,0.0,Sampdoria,1.4,0.5,63.0,3309.0,Gian Marco Ferrari,4-2-3-1,Juan Sacchi,Match Report,,Sassuolo
2,2021-09-12,20:45,Serie A,Matchweek 3,Sun,Away,L,1.0,2.0,Roma,1.7,2.8,51.0,29604.0,Gian Marco Ferrari,4-2-3-1,Simone Sozza,Match Report,,Sassuolo
